customer_key,customer_id,customer_name,gender,email,city,state,country,segment
1,C000001,Customer_000001,MALE,customer000001@example.com,,,JAPAN,Retail
2,C000002,Customer_000002,MALE,customer000002@example.com,Seattle,FL,USA,Retail
3,C000003,Customer_000003,MALE,customer000003@example.com,,,UK,Retail
4,C000004,Customer_000004,MALE,customer000004@example.com,,,JAPAN,Retail
5,C000005,Customer_000005,MALE,customer000005@example.com,,,NORWAY,Wholesale
6,C000006,Customer_000006,MALE,customer000006@example.com,Sunnyvale,CA,USA,Retail
7,C000007,Customer_000007,MALE,customer000007@example.com,,,GERMANY,Retail
8,C000008,Customer_000008,MALE,customer000008@example.com,,,SWEDEN,Retail
9,C000009,Customer_000009,MALE,customer000009@example.com,,,KOREA,Wholesale
10,C000010,Customer_000010,MALE,customer000010@example.com,,,GERMANY,Wholesale
11,C000011,Customer_000011,MALE,customer000011@example.com,,,NORWAY,Wholesale
12,C000012,Customer_000012,MALE,customer000012@example.com,,,INDIA,Retail
13,C000013,Customer_000013,MALE,customer000013@example.com,,,INDIA,Retail
14,C000014,Customer_000014,MALE,customer000014@example.com,,,KOREA,Wholesale
15,C000015,Customer_000015,MALE,customer000015@example.com,,,ITALY,Wholesale
16,C000016,Customer_000016,MALE,customer000016@example.com,,,UK,Retail
17,C000017,Customer_000017,MALE,customer000017@example.com,,,INDIA,Wholesale
18,C000018,Customer_000018,MALE,customer000018@example.com,,,CANADA,Retail
19,C000019,Customer_000019,MALE,customer000019@example.com,,,SPAIN,Retail
20,C000020,Customer_000020,MALE,customer000020@example.com,,,ITALY,Wholesale
21,C000021,Customer_000021,MALE,customer000021@example.com,,,NORWAY,Wholesale
22,C000022,Customer_000022,MALE,customer000022@example.com,,,INDIA,Retail
23,C000023,Customer_000023,MALE,customer000023@example.com,,,KOREA,Wholesale
24,C000024,Customer_000024,MALE,customer000024@example.com,,,SWEDEN,Retail
25,C000025,Customer_000025,MALE,customer000025@example.com,,,MEXICO,Wholesale
26,C000026,Customer_000026,MALE,customer000026@example.com,,,CANADA,Wholesale
27,C000027,Customer_000027,MALE,customer000027@example.com,,,BRAZIL,Wholesale
28,C000028,Customer_000028,MALE,customer000028@example.com,,,NORWAY,Retail
29,C000029,Customer_000029,MALE,customer000029@example.com,,,KOREA,Retail
30,C000030,Customer_000030,MALE,customer000030@example.com,Austin,WA,USA,Retail
31,C000031,Customer_000031,MALE,customer000031@example.com,,,BRAZIL,Retail
32,C000032,Customer_000032,MALE,customer000032@example.com,,,BRAZIL,Retail
33,C000033,Customer_000033,MALE,customer000033@example.com,,,SPAIN,Wholesale
34,C000034,Customer_000034,MALE,customer000034@example.com,,,NETHERLANDS,Wholesale
35,C000035,Customer_000035,MALE,customer000035@example.com,,,UK,Wholesale
36,C000036,Customer_000036,MALE,customer000036@example.com,,,ITALY,Retail
37,C000037,Customer_000037,MALE,customer000037@example.com,,,JAPAN,Wholesale
38,C000038,Customer_000038,MALE,customer000038@example.com,,,KOREA,Retail
39,C000039,Customer_000039,MALE,customer000039@example.com,,,NORWAY,Retail
40,C000040,Customer_000040,MALE,customer000040@example.com,,,SWEDEN,Retail
41,C000041,Customer_000041,MALE,customer000041@example.com,,,UK,Wholesale
42,C000042,Customer_000042,MALE,customer000042@example.com,,,SPAIN,Wholesale
43,C000043,Customer_000043,MALE,customer000043@example.com,,,MEXICO,Retail
44,C000044,Customer_000044,MALE,customer000044@example.com,,,JAPAN,Wholesale
45,C000045,Customer_000045,MALE,customer000045@example.com,,,BRAZIL,Retail
46,C000046,Customer_000046,MALE,customer000046@example.com,,,GERMANY,Retail
47,C000047,Customer_000047,MALE,customer000047@example.com,,,INDIA,Wholesale
48,C000048,Customer_000048,MALE,customer000048@example.com,,,SPAIN,Wholesale
49,C000049,Customer_000049,MALE,customer000049@example.com,,,CANADA,Retail
50,C000050,Customer_000050,MALE,customer000050@example.com,,,MEXICO,Wholesale
51,C000051,Customer_000051,MALE,customer000051@example.com,,,GERMANY,Wholesale
52,C000052,Customer_000052,MALE,customer000052@example.com,,,SPAIN,Wholesale
53,C000053,Customer_000053,MALE,customer000053@example.com,,,UK,Wholesale
54,C000054,Customer_000054,MALE,customer000054@example.com,,,UK,Retail
55,C000055,Customer_000055,MALE,customer000055@example.com,,,KOREA,Wholesale
56,C000056,Customer_000056,MALE,customer000056@example.com,,,KOREA,Wholesale
57,C000057,Customer_000057,MALE,customer000057@example.com,,,MEXICO,Wholesale
58,C000058,Customer_000058,MALE,customer000058@example.com,,,ITALY,Retail
59,C000059,Customer_000059,MALE,customer000059@example.com,,,UK,Wholesale
60,C000060,Customer_000060,MALE,customer000060@example.com,,,CANADA,Retail
61,C000061,Customer_000061,MALE,customer000061@example.com,,,BRAZIL,Retail
62,C000062,Customer_000062,MALE,customer000062@example.com,,,UK,Retail
63,C000063,Customer_000063,MALE,customer000063@example.com,,,INDIA,Wholesale
64,C000064,Customer_000064,MALE,customer000064@example.com,,,NORWAY,Retail
65,C000065,Customer_000065,MALE,customer000065@example.com,,,SPAIN,Wholesale
66,C000066,Customer_000066,MALE,customer000066@example.com,,,NORWAY,Wholesale
67,C000067,Customer_000067,MALE,customer000067@example.com,,,SWEDEN,Wholesale
68,C000068,Customer_000068,MALE,customer000068@example.com,,,SWEDEN,Retail
69,C000069,Customer_000069,MALE,customer000069@example.com,,,JAPAN,Retail
70,C000070,Customer_000070,MALE,customer000070@example.com,,,JAPAN,Wholesale
71,C000071,Customer_000071,MALE,customer000071@example.com,,,INDIA,Wholesale
72,C000072,Customer_000072,MALE,customer000072@example.com,,,CANADA,Wholesale
73,C000073,Customer_000073,MALE,customer000073@example.com,,,SPAIN,Retail
74,C000074,Customer_000074,MALE,customer000074@example.com,,,NETHERLANDS,Retail
75,C000075,Customer_000075,MALE,customer000075@example.com,,,KOREA,Wholesale
76,C000076,Customer_000076,MALE,customer000076@example.com,,,SWEDEN,Retail
77,C000077,Customer_000077,MALE,customer000077@example.com,,,SWEDEN,Retail
78,C000078,Customer_000078,MALE,customer000078@example.com,,,BRAZIL,Wholesale
79,C000079,Customer_000079,MALE,customer000079@example.com,,,BRAZIL,Retail
80,C000080,Customer_000080,MALE,customer000080@example.com,,,UK,Wholesale
81,C000081,Customer_000081,MALE,customer000081@example.com,,,INDIA,Retail
82,C000082,Customer_000082,MALE,customer000082@example.com,,,SWEDEN,Retail
83,C000083,Customer_000083,MALE,customer000083@example.com,,,NORWAY,Wholesale
84,C000084,Customer_000084,MALE,customer000084@example.com,,,NETHERLANDS,Retail
85,C000085,Customer_000085,MALE,customer000085@example.com,,,CANADA,Wholesale
86,C000086,Customer_000086,MALE,customer000086@example.com,,,MEXICO,Wholesale
87,C000087,Customer_000087,MALE,customer000087@example.com,,,GERMANY,Retail
88,C000088,Customer_000088,MALE,customer000088@example.com,,,GERMANY,Retail
89,C000089,Customer_000089,MALE,customer000089@example.com,,,CANADA,Wholesale
90,C000090,Customer_000090,MALE,customer000090@example.com,,,BRAZIL,Retail
91,C000091,Customer_000091,MALE,customer000091@example.com,,,INDIA,Retail
92,C000092,Customer_000092,MALE,customer000092@example.com,,,UK,Wholesale
93,C000093,Customer_000093,MALE,customer000093@example.com,,,SWEDEN,Retail
94,C000094,Customer_000094,MALE,customer000094@example.com,,,FRANCE,Wholesale
95,C000095,Customer_000095,MALE,customer000095@example.com,,,GERMANY,Retail
96,C000096,Customer_000096,MALE,customer000096@example.com,,,KOREA,Wholesale
97,C000097,Customer_000097,MALE,customer000097@example.com,,,SPAIN,Wholesale
98,C000098,Customer_000098,MALE,customer000098@example.com,,,NETHERLANDS,Wholesale
99,C000099,Customer_000099,MALE,customer000099@example.com,,,CANADA,Retail
100,C000100,Customer_000100,MALE,customer000100@example.com,,,GERMANY,Retail
101,C000101,Customer_000101,MALE,customer000101@example.com,,,ITALY,Retail
102,C000102,Customer_000102,MALE,customer000102@example.com,,,NORWAY,Retail
103,C000103,Customer_000103,MALE,customer000103@example.com,,,NORWAY,Retail
104,C000104,Customer_000104,MALE,customer000104@example.com,San Jose,NY,USA,Retail
105,C000105,Customer_000105,MALE,customer000105@example.com,,,CANADA,Retail
106,C000106,Customer_000106,MALE,customer000106@example.com,,,BRAZIL,Wholesale
107,C000107,Customer_000107,MALE,customer000107@example.com,,,CANADA,Retail
108,C000108,Customer_000108,MALE,customer000108@example.com,,,FRANCE,Wholesale
109,C000109,Customer_000109,MALE,customer000109@example.com,,,GERMANY,Retail
110,C000110,Customer_000110,MALE,customer000110@example.com,,,KOREA,Wholesale
111,C000111,Customer_000111,MALE,customer000111@example.com,,,GERMANY,Wholesale
112,C000112,Customer_000112,MALE,customer000112@example.com,,,INDIA,Wholesale
113,C000113,Customer_000113,MALE,customer000113@example.com,,,GERMANY,Retail
114,C000114,Customer_000114,MALE,customer000114@example.com,,,CANADA,Wholesale
115,C000115,Customer_000115,MALE,customer000115@example.com,,,ITALY,Wholesale
116,C000116,Customer_000116,MALE,customer000116@example.com,,,SPAIN,Wholesale
117,C000117,Customer_000117,MALE,customer000117@example.com,,,BRAZIL,Retail
118,C000118,Customer_000118,MALE,customer000118@example.com,,,JAPAN,Retail
119,C000119,Customer_000119,MALE,customer000119@example.com,New York,MA,USA,Retail
120,C000120,Customer_000120,MALE,customer000120@example.com,,,GERMANY,Retail
121,C000121,Customer_000121,MALE,customer000121@example.com,,,GERMANY,Wholesale
122,C000122,Customer_000122,MALE,customer000122@example.com,,,UK,Wholesale
123,C000123,Customer_000123,MALE,customer000123@example.com,,,UK,Wholesale
124,C000124,Customer_000124,MALE,customer000124@example.com,,,NETHERLANDS,Retail
125,C000125,Customer_000125,MALE,customer000125@example.com,,,BRAZIL,Retail
126,C000126,Customer_000126,MALE,customer000126@example.com,,,NETHERLANDS,Retail
127,C000127,Customer_000127,MALE,customer000127@example.com,San Jose,AZ,USA,Retail
128,C000128,Customer_000128,MALE,customer000128@example.com,,,MEXICO,Retail
129,C000129,Customer_000129,MALE,customer000129@example.com,,,UK,Wholesale
130,C000130,Customer_000130,MALE,customer000130@example.com,,,NETHERLANDS,Wholesale
131,C000131,Customer_000131,MALE,customer000131@example.com,,,GERMANY,Wholesale
132,C000132,Customer_000132,MALE,customer000132@example.com,,,MEXICO,Retail
133,C000133,Customer_000133,MALE,customer000133@example.com,,,UK,Wholesale
134,C000134,Customer_000134,MALE,customer000134@example.com,Austin,MA,USA,Wholesale
135,C000135,Customer_000135,MALE,customer000135@example.com,,,FRANCE,Wholesale
136,C000136,Customer_000136,MALE,customer000136@example.com,,,KOREA,Wholesale
137,C000137,Customer_000137,MALE,customer000137@example.com,,,UK,Retail
138,C000138,Customer_000138,MALE,customer000138@example.com,,,FRANCE,Retail
139,C000139,Customer_000139,MALE,customer000139@example.com,Boston,NC,USA,Retail
140,C000140,Customer_000140,MALE,customer000140@example.com,,,KOREA,Wholesale
141,C000141,Customer_000141,MALE,customer000141@example.com,Denver,CA,USA,Wholesale
142,C000142,Customer_000142,MALE,customer000142@example.com,,,SWEDEN,Retail
143,C000143,Customer_000143,MALE,customer000143@example.com,Sunnyvale,AZ,USA,Retail
144,C000144,Customer_000144,MALE,customer000144@example.com,,,CANADA,Retail
145,C000145,Customer_000145,MALE,customer000145@example.com,,,JAPAN,Retail
146,C000146,Customer_000146,MALE,customer000146@example.com,,,SPAIN,Retail
147,C000147,Customer_000147,MALE,customer000147@example.com,,,MEXICO,Retail
148,C000148,Customer_000148,MALE,customer000148@example.com,,,NORWAY,Retail
149,C000149,Customer_000149,MALE,customer000149@example.com,,,NORWAY,Retail
150,C000150,Customer_000150,MALE,customer000150@example.com,,,SPAIN,Wholesale
151,C000151,Customer_000151,MALE,customer000151@example.com,,,MEXICO,Wholesale
152,C000152,Customer_000152,MALE,customer000152@example.com,,,GERMANY,Wholesale
153,C000153,Customer_000153,MALE,customer000153@example.com,,,GERMANY,Wholesale
154,C000154,Customer_000154,MALE,customer000154@example.com,,,SPAIN,Retail
155,C000155,Customer_000155,MALE,customer000155@example.com,,,JAPAN,Wholesale
156,C000156,Customer_000156,MALE,customer000156@example.com,,,NETHERLANDS,Wholesale
157,C000157,Customer_000157,MALE,customer000157@example.com,,,MEXICO,Retail
158,C000158,Customer_000158,MALE,customer000158@example.com,Denver,CO,USA,Retail
159,C000159,Customer_000159,MALE,customer000159@example.com,,,CANADA,Retail
160,C000160,Customer_000160,MALE,customer000160@example.com,,,SWEDEN,Wholesale
161,C000161,Customer_000161,MALE,customer000161@example.com,,,UK,Wholesale
162,C000162,Customer_000162,MALE,customer000162@example.com,,,MEXICO,Retail
163,C000163,Customer_000163,MALE,customer000163@example.com,,,MEXICO,Retail
164,C000164,Customer_000164,MALE,customer000164@example.com,,,ITALY,Wholesale
165,C000165,Customer_000165,MALE,customer000165@example.com,,,UK,Wholesale
166,C000166,Customer_000166,MALE,customer000166@example.com,,,BRAZIL,Wholesale
167,C000167,Customer_000167,MALE,customer000167@example.com,,,NORWAY,Retail
168,C000168,Customer_000168,MALE,customer000168@example.com,,,JAPAN,Wholesale
169,C000169,Customer_000169,MALE,customer000169@example.com,,,MEXICO,Retail
170,C000170,Customer_000170,MALE,customer000170@example.com,,,MEXICO,Retail
171,C000171,Customer_000171,MALE,customer000171@example.com,,,FRANCE,Retail
172,C000172,Customer_000172,MALE,customer000172@example.com,,,MEXICO,Retail
173,C000173,Customer_000173,MALE,customer000173@example.com,,,KOREA,Retail
174,C000174,Customer_000174,MALE,customer000174@example.com,,,FRANCE,Wholesale
175,C000175,Customer_000175,MALE,customer000175@example.com,,,NORWAY,Retail
176,C000176,Customer_000176,MALE,customer000176@example.com,,,KOREA,Wholesale
177,C000177,Customer_000177,MALE,customer000177@example.com,,,GERMANY,Wholesale
178,C000178,Customer_000178,MALE,customer000178@example.com,,,SWEDEN,Wholesale
179,C000179,Customer_000179,MALE,customer000179@example.com,,,FRANCE,Retail
180,C000180,Customer_000180,MALE,customer000180@example.com,,,CANADA,Wholesale
181,C000181,Customer_000181,MALE,customer000181@example.com,,,BRAZIL,Wholesale
182,C000182,Customer_000182,MALE,customer000182@example.com,New York,CA,USA,Retail
183,C000183,Customer_000183,MALE,customer000183@example.com,,,JAPAN,Wholesale
184,C000184,Customer_000184,MALE,customer000184@example.com,,,UK,Wholesale
185,C000185,Customer_000185,MALE,customer000185@example.com,,,SWEDEN,Wholesale
186,C000186,Customer_000186,MALE,customer000186@example.com,,,SWEDEN,Retail
187,C000187,Customer_000187,MALE,customer000187@example.com,,,CANADA,Retail
188,C000188,Customer_000188,MALE,customer000188@example.com,,,MEXICO,Retail
189,C000189,Customer_000189,MALE,customer000189@example.com,,,SWEDEN,Retail
190,C000190,Customer_000190,MALE,customer000190@example.com,,,BRAZIL,Wholesale
191,C000191,Customer_000191,MALE,customer000191@example.com,,,NORWAY,Retail
192,C000192,Customer_000192,MALE,customer000192@example.com,,,SPAIN,Retail
193,C000193,Customer_000193,MALE,customer000193@example.com,New York,FL,USA,Retail
194,C000194,Customer_000194,MALE,customer000194@example.com,,,MEXICO,Wholesale
195,C000195,Customer_000195,MALE,customer000195@example.com,,,GERMANY,Retail
196,C000196,Customer_000196,MALE,customer000196@example.com,,,JAPAN,Retail
197,C000197,Customer_000197,MALE,customer000197@example.com,,,ITALY,Wholesale
198,C000198,Customer_000198,MALE,customer000198@example.com,,,NORWAY,Retail
199,C000199,Customer_000199,MALE,customer000199@example.com,,,MEXICO,Retail
200,C000200,Customer_000200,MALE,customer000200@example.com,,,BRAZIL,Retail
201,C000201,Customer_000201,MALE,customer000201@example.com,,,INDIA,Retail
202,C000202,Customer_000202,MALE,customer000202@example.com,,,MEXICO,Wholesale
203,C000203,Customer_000203,MALE,customer000203@example.com,New York,TX,USA,Wholesale
204,C000204,Customer_000204,MALE,customer000204@example.com,,,INDIA,Retail
205,C000205,Customer_000205,MALE,customer000205@example.com,,,FRANCE,Retail
206,C000206,Customer_000206,MALE,customer000206@example.com,,,INDIA,Retail
207,C000207,Customer_000207,MALE,customer000207@example.com,,,SPAIN,Retail
208,C000208,Customer_000208,MALE,customer000208@example.com,,,BRAZIL,Wholesale
209,C000209,Customer_000209,MALE,customer000209@example.com,,,GERMANY,Retail
210,C000210,Customer_000210,MALE,customer000210@example.com,,,BRAZIL,Wholesale
211,C000211,Customer_000211,MALE,customer000211@example.com,,,ITALY,Wholesale
212,C000212,Customer_000212,MALE,customer000212@example.com,,,BRAZIL,Retail
213,C000213,Customer_000213,MALE,customer000213@example.com,,,GERMANY,Retail
214,C000214,Customer_000214,MALE,customer000214@example.com,,,JAPAN,Retail
215,C000215,Customer_000215,MALE,customer000215@example.com,,,SPAIN,Wholesale
216,C000216,Customer_000216,MALE,customer000216@example.com,,,FRANCE,Retail
217,C000217,Customer_000217,MALE,customer000217@example.com,,,INDIA,Wholesale
218,C000218,Customer_000218,MALE,customer000218@example.com,,,ITALY,Wholesale
219,C000219,Customer_000219,MALE,customer000219@example.com,,,JAPAN,Wholesale
220,C000220,Customer_000220,MALE,customer000220@example.com,Austin,NY,USA,Retail
221,C000221,Customer_000221,MALE,customer000221@example.com,,,NORWAY,Wholesale
222,C000222,Customer_000222,MALE,customer000222@example.com,Denver,NY,USA,Wholesale
223,C000223,Customer_000223,MALE,customer000223@example.com,,,ITALY,Wholesale
224,C000224,Customer_000224,MALE,customer000224@example.com,,,SPAIN,Retail
225,C000225,Customer_000225,MALE,customer000225@example.com,,,SPAIN,Retail
226,C000226,Customer_000226,MALE,customer000226@example.com,,,FRANCE,Retail
227,C000227,Customer_000227,MALE,customer000227@example.com,,,KOREA,Wholesale
228,C000228,Customer_000228,MALE,customer000228@example.com,Boston,AZ,USA,Retail
229,C000229,Customer_000229,MALE,customer000229@example.com,,,ITALY,Wholesale
230,C000230,Customer_000230,MALE,customer000230@example.com,,,CANADA,Wholesale
231,C000231,Customer_000231,MALE,customer000231@example.com,,,NORWAY,Wholesale
232,C000232,Customer_000232,MALE,customer000232@example.com,,,JAPAN,Retail
233,C000233,Customer_000233,MALE,customer000233@example.com,,,KOREA,Wholesale
234,C000234,Customer_000234,MALE,customer000234@example.com,,,SWEDEN,Wholesale
235,C000235,Customer_000235,MALE,customer000235@example.com,,,JAPAN,Wholesale
236,C000236,Customer_000236,MALE,customer000236@example.com,,,ITALY,Wholesale
237,C000237,Customer_000237,MALE,customer000237@example.com,,,KOREA,Wholesale
